select name, country, age FROM singer ORDER BY age	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/concert_singer/concert_singer.sqlite	SELECT name ,  country ,  age FROM singer ORDER BY age DESC

select T1.Airline, T1.Country FROM airlines AS T1 JOIN Flights AS T2 ON T1.Airline = T2.Airline GROUP BY T1.Airline ORDER BY count(*) ASC LIMIT 1	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/flight_2/flight_2.sqlite	SELECT T1.Abbreviation ,  T1.Country FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline GROUP BY T1.Airline ORDER BY count(*) LIMIT 1

select T1.Airline, T1.Country FROM airlines AS T1 JOIN Flights AS T2 ON T1.Airline = T2.Airline GROUP BY T1.Airline ORDER BY count(*) LIMIT 1	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/flight_2/flight_2.sqlite	SELECT T1.Abbreviation ,  T1.Country FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline GROUP BY T1.Airline ORDER BY count(*) LIMIT 1

select T1.Airline FROM airlines AS T1 JOIN flights AS T2 ON T1.uid = T2.airline WHERE T2.destinationAirport = 'AHD'	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/flight_2/flight_2.sqlite	SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline WHERE T2.SourceAirport  =  "AHD"

select T1.Airline FROM airlines AS T1 JOIN flights AS T2 ON T1.uid = T2.airline WHERE T2.destinationAirport = 'AHD'	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/flight_2/flight_2.sqlite	SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline WHERE T2.DestAirport  =  "AHD"

select T1.Airline FROM airlines AS T1 JOIN flights AS T2 ON T1.uid = T2.airline WHERE T2.sourceairport = 'APG' INTERSECT T1.Airline FROM airlines AS T1 JOIN flights AS T2 ON T1.uid = T2.airline WHERE T2.sourceairport = 'CVO'	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/flight_2/flight_2.sqlite	SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline WHERE T2.SourceAirport  =  "APG" INTERSECT SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline WHERE T2.SourceAirport  =  "CVO"

select T1.Airline FROM airlines AS T1 JOIN flights AS T2 ON T1.uid = T2.Airline WHERE T2.destinationAirport = 'APG' INTERSECT T1.Airline FROM airlines AS T1 JOIN flights AS T2 ON T1.uid = T2.Airline WHERE T2.destinationAirport = 'CVO'	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/flight_2/flight_2.sqlite	SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline WHERE T2.SourceAirport  =  "APG" INTERSECT SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline WHERE T2.SourceAirport  =  "CVO"

select T1.Airline FROM airlines AS T1 JOIN flights AS T2 ON T1.uid = T2.airline WHERE T2.sourceairport = 'CVO' EXCEPT T1.Airline FROM airlines AS T1 JOIN flights AS T2 ON T1.uid = T2.airline WHERE T2.sourceairport = 'APG'	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/flight_2/flight_2.sqlite	SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline WHERE T2.SourceAirport  =  "CVO" EXCEPT SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline WHERE T2.SourceAirport  =  "APG"

select T1.Airline FROM airlines AS T1 JOIN flights AS T2 ON T1.uid = T2.Airline WHERE T2.destination = 'CVO' EXCEPT T1.Airline FROM airlines AS T1 JOIN flights AS T2 ON T1.uid = T2.Airline WHERE T2.destination = 'APG'	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/flight_2/flight_2.sqlite	SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline WHERE T2.SourceAirport  =  "CVO" EXCEPT SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline WHERE T2.SourceAirport  =  "APG"

select Airline FROM Flights GROUP BY Airline HAVING COUNT(*) >= 10	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/flight_2/flight_2.sqlite	SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline GROUP BY T1.Airline HAVING count(*)  >  10

select Airline FROM flights GROUP BY Airline HAVING COUNT(*) >= 10	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/flight_2/flight_2.sqlite	SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline GROUP BY T1.Airline HAVING count(*)  >  10

select Airline FROM Flights GROUP BY Airline HAVING COUNT(*)  200	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/flight_2/flight_2.sqlite	SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline GROUP BY T1.Airline HAVING count(*)  <  200

select Airline FROM flights GROUP BY Airline HAVING COUNT(*)  200	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/flight_2/flight_2.sqlite	SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline GROUP BY T1.Airline HAVING count(*)  <  200

select FlightNo FROM Flights WHERE Airline = "United Airlines"	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/flight_2/flight_2.sqlite	SELECT T1.FlightNo FROM FLIGHTS AS T1 JOIN AIRLINES AS T2 ON T2.uid  =  T1.Airline WHERE T2.Airline  =  "United Airlines"

select FlightNo FROM Flights WHERE Airline = "United Airlines"	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/flight_2/flight_2.sqlite	SELECT T1.FlightNo FROM FLIGHTS AS T1 JOIN AIRLINES AS T2 ON T2.uid  =  T1.Airline WHERE T2.Airline  =  "United Airlines"

select count(*) FROM flights WHERE destinationairport = 'Aberdeen' OR destinationairport = 'Aberdeen'	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/flight_2/flight_2.sqlite	SELECT count(*) FROM Flights AS T1 JOIN Airports AS T2 ON T1.DestAirport  =  T2.AirportCode WHERE T2.city  =  "Aberdeen" OR T2.city  =  "Abilene"

select count(*) FROM flights WHERE destinationairport = 'Aberdeen' OR destinationairport = 'Aberdeen'	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/flight_2/flight_2.sqlite	SELECT count(*) FROM Flights AS T1 JOIN Airports AS T2 ON T1.DestAirport  =  T2.AirportCode WHERE T2.city  =  "Aberdeen" OR T2.city  =  "Abilene"

select airportname FROM airports WHERE airportcode NOT IN ( airportcode FROM flights)	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/flight_2/flight_2.sqlite	SELECT AirportName FROM Airports WHERE AirportCode NOT IN (SELECT SourceAirport FROM Flights UNION SELECT DestAirport FROM Flights)

select airportname FROM airports EXCEPT T1.AirportName FROM airports AS T1 JOIN Flights AS T2 ON T1.AirportCode = T2.DestAirport	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/flight_2/flight_2.sqlite	SELECT AirportName FROM Airports WHERE AirportCode NOT IN (SELECT SourceAirport FROM Flights UNION SELECT DestAirport FROM Flights)

select city FROM employee WHERE age  30 GROUP BY city HAVING count(*) > 1	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/employee_hire_evaluation/employee_hire_evaluation.sqlite	SELECT city FROM employee WHERE age  <  30 GROUP BY city HAVING count(*)  >  1

select city FROM employee WHERE age  30 GROUP BY city HAVING count(*) > 1	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/employee_hire_evaluation/employee_hire_evaluation.sqlite	SELECT city FROM employee WHERE age  <  30 GROUP BY city HAVING count(*)  >  1

select name FROM shop WHERE number_products > ( avg(number_products) FROM shop)	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/employee_hire_evaluation/employee_hire_evaluation.sqlite	SELECT name FROM shop WHERE number_products  >  (SELECT avg(number_products) FROM shop)

select Name FROM shop WHERE Number_products > ( avg(Number_products) FROM shop)	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/employee_hire_evaluation/employee_hire_evaluation.sqlite	SELECT name FROM shop WHERE number_products  >  (SELECT avg(number_products) FROM shop)

select name FROM employee WHERE employee_id NOT IN ( Employee_id FROM evaluation)	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/employee_hire_evaluation/employee_hire_evaluation.sqlite	SELECT name FROM employee WHERE Employee_ID NOT IN (SELECT Employee_ID FROM evaluation)

select name FROM employee WHERE employee_id NOT IN ( Employee_id FROM evaluation)	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/employee_hire_evaluation/employee_hire_evaluation.sqlite	SELECT name FROM employee WHERE Employee_ID NOT IN (SELECT Employee_ID FROM evaluation)

select T1.name FROM shop AS T1 JOIN hire AS T2 ON T1.shop_id = T2.shop_id GROUP BY T2.shop_id ORDER BY count(*) DESC LIMIT 1	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/employee_hire_evaluation/employee_hire_evaluation.sqlite	SELECT t2.name FROM hiring AS t1 JOIN shop AS t2 ON t1.shop_id  =  t2.shop_id GROUP BY t1.shop_id ORDER BY count(*) DESC LIMIT 1

select name FROM shop WHERE shop_id NOT IN ( shop_id FROM hire)	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/employee_hire_evaluation/employee_hire_evaluation.sqlite	SELECT name FROM shop WHERE shop_id NOT IN (SELECT shop_id FROM hiring)

select name FROM shop WHERE shop_id NOT IN ( shop_id FROM employee)	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/employee_hire_evaluation/employee_hire_evaluation.sqlite	SELECT name FROM shop WHERE shop_id NOT IN (SELECT shop_id FROM hiring)

select count(*), T1.name FROM shop AS T1 JOIN hire AS T2 ON T1.shop_id = T2.shop_id GROUP BY T1.name	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/employee_hire_evaluation/employee_hire_evaluation.sqlite	SELECT count(*) ,  t2.name FROM hiring AS t1 JOIN shop AS t2 ON t1.shop_id  =  t2.shop_id GROUP BY t2.name

select count(*), T1.name FROM shop AS T1 JOIN employee AS T2 ON T1.shop_id = T2.shop_id GROUP BY T1.shop_id	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/employee_hire_evaluation/employee_hire_evaluation.sqlite	SELECT count(*) ,  t2.name FROM hiring AS t1 JOIN shop AS t2 ON t1.shop_id  =  t2.shop_id GROUP BY t2.name

select * FROM hire	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/employee_hire_evaluation/employee_hire_evaluation.sqlite	SELECT * FROM hiring

select * FROM hire	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/employee_hire_evaluation/employee_hire_evaluation.sqlite	SELECT * FROM hiring

select district FROM shop WHERE number_products  3000 INTERSECT district FROM shop WHERE number_products > 10000	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/employee_hire_evaluation/employee_hire_evaluation.sqlite	SELECT district FROM shop WHERE Number_products  <  3000 INTERSECT SELECT district FROM shop WHERE Number_products  >  10000

select district FROM shop WHERE number_products  3000 INTERSECT district FROM shop WHERE number_products > 10000	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/employee_hire_evaluation/employee_hire_evaluation.sqlite	SELECT district FROM shop WHERE Number_products  <  3000 INTERSECT SELECT district FROM shop WHERE Number_products  >  10000

select count(*) FROM Documents WHERE template_type_code = "PPT"	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/cre_Doc_Template_Mgt/cre_Doc_Template_Mgt.sqlite	SELECT count(*) FROM Documents AS T1 JOIN Templates AS T2 ON T1.Template_ID  =  T2.Template_ID WHERE T2.Template_Type_Code  =  'PPT'

select count(*) FROM Documents WHERE template_type_code = "PPT"	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/cre_Doc_Template_Mgt/cre_Doc_Template_Mgt.sqlite	SELECT count(*) FROM Documents AS T1 JOIN Templates AS T2 ON T1.Template_ID  =  T2.Template_ID WHERE T2.Template_Type_Code  =  'PPT'

select T1.template_id, T1.template_type_code FROM Documents AS T1 JOIN Templates AS T2 ON T1.template_id = T2.template_id GROUP BY T1.template_id ORDER BY count(*) DESC LIMIT 1	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/cre_Doc_Template_Mgt/cre_Doc_Template_Mgt.sqlite	SELECT T1.template_id ,  T2.Template_Type_Code FROM Documents AS T1 JOIN Templates AS T2 ON T1.template_id  =  T2.template_id GROUP BY T1.template_id ORDER BY count(*) DESC LIMIT 1

select template_id FROM templates EXCEPT template_id FROM Documents	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/cre_Doc_Template_Mgt/cre_Doc_Template_Mgt.sqlite	SELECT template_id FROM Templates EXCEPT SELECT template_id FROM Documents

select template_id FROM templates EXCEPT template_id FROM Documents	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/cre_Doc_Template_Mgt/cre_Doc_Template_Mgt.sqlite	SELECT template_id FROM Templates EXCEPT SELECT template_id FROM Documents

select template_type_code FROM templates GROUP BY template_type_code HAVING count(*)  3	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/cre_Doc_Template_Mgt/cre_Doc_Template_Mgt.sqlite	SELECT template_type_code FROM Templates GROUP BY template_type_code HAVING count(*)  <  3

select template_type_code FROM templates GROUP BY template_type_code HAVING count(*)  3	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/cre_Doc_Template_Mgt/cre_Doc_Template_Mgt.sqlite	SELECT template_type_code FROM Templates GROUP BY template_type_code HAVING count(*)  <  3

select min(version_number), min(template_type_code) FROM templates	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/cre_Doc_Template_Mgt/cre_Doc_Template_Mgt.sqlite	SELECT min(Version_Number) ,  template_type_code FROM Templates

select min(version_number), min(template_type_code) FROM templates	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/cre_Doc_Template_Mgt/cre_Doc_Template_Mgt.sqlite	SELECT min(Version_Number) ,  template_type_code FROM Templates

select T1.template_type_code FROM Ref_template_types AS T1 JOIN Documents AS T2 ON T1.template_type_code = T2.template_type_code WHERE T2.document_name = "Database"	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/cre_Doc_Template_Mgt/cre_Doc_Template_Mgt.sqlite	SELECT T1.template_type_code FROM Templates AS T1 JOIN Documents AS T2 ON T1.template_id  =  T2.template_id WHERE T2.document_name  =  "Data base"

select T1.template_type_code FROM Ref_Template_Types AS T1 JOIN Documents AS T2 ON T1.Template_Type_Code = T2.Template_Type_Code WHERE T2.document_name = "Database"	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/cre_Doc_Template_Mgt/cre_Doc_Template_Mgt.sqlite	SELECT T1.template_type_code FROM Templates AS T1 JOIN Documents AS T2 ON T1.template_id  =  T2.template_id WHERE T2.document_name  =  "Data base"

select document_name FROM documents WHERE template_type_code = "BK"	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/cre_Doc_Template_Mgt/cre_Doc_Template_Mgt.sqlite	SELECT T2.document_name FROM Templates AS T1 JOIN Documents AS T2 ON T1.template_id  =  T2.template_id WHERE T1.template_type_code  =  "BK"

select document_name FROM documents WHERE template_id IN ( template_id FROM documents WHERE template_type_code = "BK")	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/cre_Doc_Template_Mgt/cre_Doc_Template_Mgt.sqlite	SELECT T2.document_name FROM Templates AS T1 JOIN Documents AS T2 ON T1.template_id  =  T2.template_id WHERE T1.template_type_code  =  "BK"

select T1.template_type_code, count(*) FROM Ref_Template_Types AS T1 JOIN Documents AS T2 ON T1.template_type_code = T2.template_type_code GROUP BY T1.template_type_code	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/cre_Doc_Template_Mgt/cre_Doc_Template_Mgt.sqlite	SELECT T1.template_type_code ,  count(*) FROM Templates AS T1 JOIN Documents AS T2 ON T1.template_id  =  T2.template_id GROUP BY T1.template_type_code

select T1.template_type_code, count(*) FROM Ref_Template_Types AS T1 JOIN Documents AS T2 ON T1.template_type_code = T2.template_type_code GROUP BY T1.template_type_code	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/cre_Doc_Template_Mgt/cre_Doc_Template_Mgt.sqlite	SELECT T1.template_type_code ,  count(*) FROM Templates AS T1 JOIN Documents AS T2 ON T1.template_id  =  T2.template_id GROUP BY T1.template_type_code

select T1.template_type_code FROM Ref_Template_Types AS T1 JOIN Documents AS T2 ON T1.template_type_code = T2.template_type_code GROUP BY T1.template_type_code ORDER BY count(*) DESC LIMIT 1	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/cre_Doc_Template_Mgt/cre_Doc_Template_Mgt.sqlite	SELECT T1.template_type_code FROM Templates AS T1 JOIN Documents AS T2 ON T1.template_id  =  T2.template_id GROUP BY T1.template_type_code ORDER BY count(*) DESC LIMIT 1

select T1.template_type_code FROM Ref_Template_Types AS T1 JOIN Documents AS T2 ON T1.template_type_code = T2.template_type_code GROUP BY T1.template_type_code ORDER BY count(*) DESC LIMIT 1	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/cre_Doc_Template_Mgt/cre_Doc_Template_Mgt.sqlite	SELECT T1.template_type_code FROM Templates AS T1 JOIN Documents AS T2 ON T1.template_id  =  T2.template_id GROUP BY T1.template_type_code ORDER BY count(*) DESC LIMIT 1

select template_type_code FROM templates EXCEPT template_type_code FROM Documents	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/cre_Doc_Template_Mgt/cre_Doc_Template_Mgt.sqlite	SELECT template_type_code FROM Templates EXCEPT SELECT template_type_code FROM Templates AS T1 JOIN Documents AS T2 ON T1.template_id  =  T2.template_id

select template_type_code FROM Ref_Template_Types EXCEPT template_type_code FROM Documents	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/cre_Doc_Template_Mgt/cre_Doc_Template_Mgt.sqlite	SELECT template_type_code FROM Templates EXCEPT SELECT template_type_code FROM Templates AS T1 JOIN Documents AS T2 ON T1.template_id  =  T2.template_id

select DISTINCT template_type_description FROM Ref_Template_Types WHERE template_type_code = "HTML"	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/cre_Doc_Template_Mgt/cre_Doc_Template_Mgt.sqlite	SELECT DISTINCT T1.template_type_description FROM Ref_template_types AS T1 JOIN Templates AS T2 ON T1.template_type_code  = T2.template_type_code JOIN Documents AS T3 ON T2.Template_ID  =  T3.template_ID

select DISTINCT T1.template_type_description FROM Ref_Template_Types AS T1 JOIN Documents AS T2 ON T1.template_type_code = T2.template_type_code	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/cre_Doc_Template_Mgt/cre_Doc_Template_Mgt.sqlite	SELECT DISTINCT T1.template_type_description FROM Ref_template_types AS T1 JOIN Templates AS T2 ON T1.template_type_code  = T2.template_type_code JOIN Documents AS T3 ON T2.Template_ID  =  T3.template_ID

select T1.template_id FROM Templates AS T1 JOIN Ref_Template_Types AS T2 ON T1.Template_Type_Code = T2.Template_Type_Code WHERE T2.Template_Description = "Presentation"	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/cre_Doc_Template_Mgt/cre_Doc_Template_Mgt.sqlite	SELECT T2.template_id FROM Ref_template_types AS T1 JOIN Templates AS T2 ON T1.template_type_code  = T2.template_type_code WHERE T1.template_type_description  =  "Presentation"

select T1.document_id, T1.paragraph_text FROM Documents AS T1 JOIN Paragraphs AS T2 ON T1.document_id = T2.document_id WHERE T1.document_name = "Welcome to NY"	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/cre_Doc_Template_Mgt/cre_Doc_Template_Mgt.sqlite	SELECT T1.paragraph_id ,   T1.paragraph_text FROM Paragraphs AS T1 JOIN Documents AS T2 ON T1.document_id  =  T2.document_id WHERE T2.Document_Name  =  'Welcome to NY'

select document_id, count(*) FROM paragraphs GROUP BY document_id ORDER BY count(*)	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/cre_Doc_Template_Mgt/cre_Doc_Template_Mgt.sqlite	SELECT document_id ,  count(*) FROM Paragraphs GROUP BY document_id ORDER BY document_id

select document_id, count(*) FROM paragraphs GROUP BY document_id ORDER BY count(*)	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/cre_Doc_Template_Mgt/cre_Doc_Template_Mgt.sqlite	SELECT document_id ,  count(*) FROM Paragraphs GROUP BY document_id ORDER BY document_id

select document_id, document_name, count(*) FROM paragraphs GROUP BY document_id	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/cre_Doc_Template_Mgt/cre_Doc_Template_Mgt.sqlite	SELECT T1.document_id ,  T2.document_name ,  count(*) FROM Paragraphs AS T1 JOIN Documents AS T2 ON T1.document_id  =  T2.document_id GROUP BY T1.document_id

select document_id, document_name, count(*) FROM paragraphs GROUP BY document_id	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/cre_Doc_Template_Mgt/cre_Doc_Template_Mgt.sqlite	SELECT T1.document_id ,  T2.document_name ,  count(*) FROM Paragraphs AS T1 JOIN Documents AS T2 ON T1.document_id  =  T2.document_id GROUP BY T1.document_id

select document_id, paragraph_text FROM paragraphs GROUP BY document_id ORDER BY count(*) DESC LIMIT 1	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/cre_Doc_Template_Mgt/cre_Doc_Template_Mgt.sqlite	SELECT T1.document_id ,  T2.document_name FROM Paragraphs AS T1 JOIN Documents AS T2 ON T1.document_id  =  T2.document_id GROUP BY T1.document_id ORDER BY count(*) DESC LIMIT 1

select document_id, document_name FROM paragraphs GROUP BY document_id ORDER BY count(*) DESC LIMIT 1	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/cre_Doc_Template_Mgt/cre_Doc_Template_Mgt.sqlite	SELECT T1.document_id ,  T2.document_name FROM Paragraphs AS T1 JOIN Documents AS T2 ON T1.document_id  =  T2.document_id GROUP BY T1.document_id ORDER BY count(*) DESC LIMIT 1

select document_id FROM paragraphs GROUP BY document_id HAVING count(*) >= 1	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/cre_Doc_Template_Mgt/cre_Doc_Template_Mgt.sqlite	SELECT document_id FROM Paragraphs GROUP BY document_id HAVING count(*) BETWEEN 1 AND 2

select document_id FROM paragraphs WHERE paragraph_text BETWEEN 1 AND 2	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/cre_Doc_Template_Mgt/cre_Doc_Template_Mgt.sqlite	SELECT document_id FROM Paragraphs GROUP BY document_id HAVING count(*) BETWEEN 1 AND 2

select document_id FROM paragraphs WHERE paragraph_text = 'Brazil' INTERSECT document_id FROM paragraphs WHERE paragraph_text = 'Ireland'	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/cre_Doc_Template_Mgt/cre_Doc_Template_Mgt.sqlite	SELECT document_id FROM Paragraphs WHERE paragraph_text  =  'Brazil' INTERSECT SELECT document_id FROM Paragraphs WHERE paragraph_text  =  'Ireland'

select document_id FROM paragraphs WHERE paragraph_text = 'Brazil' INTERSECT document_id FROM paragraphs WHERE paragraph_text = 'Ireland'	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/cre_Doc_Template_Mgt/cre_Doc_Template_Mgt.sqlite	SELECT document_id FROM Paragraphs WHERE paragraph_text  =  'Brazil' INTERSECT SELECT document_id FROM Paragraphs WHERE paragraph_text  =  'Ireland'

select Name FROM teacher WHERE Hometown!= 'Little Lever Urban District'	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/course_teach/course_teach.sqlite	select name from teacher where hometown != "little lever urban district"

select Name FROM teacher WHERE Hometown!= 'Little Lever Urban District'	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/course_teach/course_teach.sqlite	select name from teacher where hometown != "little lever urban district"

select T1.Name, T2.Course FROM course_arrange AS T1 JOIN teacher AS T2 ON T1.Teacher_ID = T2.Teacher_ID	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/course_teach/course_teach.sqlite	SELECT T3.Name ,  T2.Course FROM course_arrange AS T1 JOIN course AS T2 ON T1.Course_ID  =  T2.Course_ID JOIN teacher AS T3 ON T1.Teacher_ID  =  T3.Teacher_ID

select T1.Name, T2.Course FROM teacher AS T1 JOIN course_arrange AS T2 ON T1.Teacher_ID = T2.Teacher_ID	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/course_teach/course_teach.sqlite	SELECT T3.Name ,  T2.Course FROM course_arrange AS T1 JOIN course AS T2 ON T1.Course_ID  =  T2.Course_ID JOIN teacher AS T3 ON T1.Teacher_ID  =  T3.Teacher_ID

select T1.Name, T2.Course FROM teacher AS T1 JOIN course_arrange AS T2 ON T1.Teacher_ID = T2.Teacher_ID ORDER BY T1.Name ASC	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/course_teach/course_teach.sqlite	SELECT T3.Name ,  T2.Course FROM course_arrange AS T1 JOIN course AS T2 ON T1.Course_ID  =  T2.Course_ID JOIN teacher AS T3 ON T1.Teacher_ID  =  T3.Teacher_ID ORDER BY T3.Name

select T1.Name, T2.Course FROM teacher AS T1 JOIN course_arrange AS T2 ON T1.Teacher_ID = T2.Teacher_ID ORDER BY T1.Name	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/course_teach/course_teach.sqlite	SELECT T3.Name ,  T2.Course FROM course_arrange AS T1 JOIN course AS T2 ON T1.Course_ID  =  T2.Course_ID JOIN teacher AS T3 ON T1.Teacher_ID  =  T3.Teacher_ID ORDER BY T3.Name

select T1.Name FROM teacher AS T1 JOIN course AS T2 ON T1.Teacher_ID = T2.Teacher_ID WHERE T2.Course = "Math"	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/course_teach/course_teach.sqlite	SELECT T3.Name FROM course_arrange AS T1 JOIN course AS T2 ON T1.Course_ID  =  T2.Course_ID JOIN teacher AS T3 ON T1.Teacher_ID  =  T3.Teacher_ID WHERE T2.Course  =  "Math"

select Name FROM teacher WHERE Teacher_ID NOT IN ( Teacher_ID FROM course_arrange)	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/course_teach/course_teach.sqlite	SELECT Name FROM teacher WHERE Teacher_id NOT IN (SELECT Teacher_id FROM course_arrange)

